,user_id,version,return_day1
114,27098,current,False
115,20285,current,True
116,10179,current,False
117,48729,current,True
118,21534,current,False
119,72040,new,False
120,63323,new,False
121,20964,current,False
122,42313,current,False
123,18882,current,True
124,88818,new,False
125,40672,current,False
126,44805,current,False
127,59233,new,False
128,30539,current,True
129,21458,current,False
130,63970,new,False
131,89791,new,False
132,99752,new,False
133,88497,new,True
134,90707,new,False
135,33670,current,True
136,70273,new,False
137,27685,current,False
138,14678,current,False
139,52203,new,False
140,22185,current,True
141,25530,current,False
142,64289,new,False
143,30106,current,False
144,85141,new,False
145,72401,new,True
146,77033,new,False
147,83007,new,True
148,60989,new,False
149,79660,new,True
150,86254,new,False
151,93519,new,False
152,27502,current,True
153,86202,new,False
154,47835,current,False
155,70087,new,True
156,98756,new,False
157,75033,new,False
158,11751,current,True
159,68760,new,True
160,88580,new,True
161,51631,new,False
162,75333,new,False
163,46777,current,False
164,78696,new,False
165,31038,current,True
166,54214,new,False
167,37342,current,False
168,35314,current,True
169,31292,current,False
170,13640,current,True
171,63629,new,True
172,87087,new,False
173,42854,current,False
174,34068,current,False
175,38258,current,False
176,43415,current,False
177,11971,current,False
178,29136,current,False
179,61834,new,True
180,13156,current,False
181,35093,current,False
182,17499,current,False
183,27589,current,True
184,29087,current,True
185,45531,current,False
186,68788,new,True
187,86471,new,False
188,74188,new,True
189,67157,new,False
190,83740,new,True
191,43614,current,False
192,56991,new,True
193,62374,new,False
194,34167,current,True
195,29553,current,False
196,68523,new,False
197,36236,current,True
198,17929,current,False
199,87447,new,True
200,46310,current,False
201,52551,new,True
202,57412,new,False
203,33837,current,False
204,56493,new,False
205,28230,current,False
206,28803,current,False
207,76182,new,True
208,26538,current,False
209,23109,current,False
210,23100,current,False
211,10759,current,False
212,37741,current,False
213,92581,new,True
214,93210,new,True
215,10747,current,False
216,79435,new,False
217,99470,new,True
218,57381,new,True
219,24216,current,False
220,12450,current,False
221,33730,current,False
222,21321,current,False
223,85519,new,False
224,57620,new,False
225,61501,new,False
226,47964,current,False
227,86844,new,True
228,87889,new,False
229,83311,new,True
230,67852,new,True
231,47833,current,False
232,94729,new,True
233,32017,current,True
234,61093,new,False
235,82003,new,True
236,35861,current,False
237,45113,current,False
238,18780,current,True
239,32529,current,False
240,41012,current,True
241,84616,new,False
242,90399,new,False
243,74506,new,True
244,63213,new,False
245,31372,current,False
246,51540,new,False
247,87271,new,True
248,26971,current,False
249,56436,new,True
250,19514,current,False
251,44680,current,True
252,86949,new,False
253,21281,current,False
254,63210,new,False
255,33142,current,False
256,95619,new,False
257,38763,current,False
258,51719,new,True
259,35417,current,False
260,28234,current,True
261,73004,new,True
262,13604,current,False
263,25669,current,False
264,74204,new,True
265,28752,current,False
266,84174,new,True
267,18761,current,False
268,79767,new,False
269,45136,current,False
270,52088,new,True
271,32021,current,True
272,77715,new,True
273,57195,new,True
274,41034,current,False
275,21544,current,False
276,15855,current,True
277,25937,current,False
278,49464,current,False
279,47021,current,False
280,57809,new,False
281,43959,current,True
282,52971,new,True
283,45390,current,False
284,62388,new,True
285,96195,new,True
286,16223,current,False
287,81365,new,True
288,72218,new,True
289,23430,current,False
290,10767,current,False
291,60072,new,True
292,72104,new,True
293,99965,new,False
294,56637,new,True
295,44663,current,False
296,90851,new,False
297,44003,current,True
298,47806,current,False
299,10719,current,False
300,34202,current,False
301,76139,new,True
302,93502,new,True
303,73705,new,True
304,17777,current,False
305,46713,current,False
306,86301,new,True
307,20351,current,False
308,38025,current,True
309,93658,new,False
310,92725,new,True
311,55500,new,False
312,88167,new,True
313,77718,new,False
314,18374,current,False
315,76866,new,False
316,35871,current,True
317,50048,new,False
318,65830,new,False
319,55697,new,True
320,92055,new,False
321,78195,new,False
322,28274,current,False
323,56263,new,True
324,85625,new,False
325,34847,current,False
326,48132,current,False
327,54167,new,True
328,98748,new,False
329,20410,current,False
330,90543,new,False
331,75776,new,False
332,64766,new,False
333,40587,current,True
334,29033,current,False
335,60172,new,False
336,91668,new,False
337,90702,new,True
338,59488,new,True
339,10343,current,True
340,23269,current,False
341,53595,new,False
342,34678,current,False
343,57956,new,False
344,94719,new,False
345,86596,new,True
346,76761,new,True
347,32512,current,False
348,63219,new,True
349,53131,new,True
350,93746,new,False
351,99862,new,True
352,26974,current,False
353,31954,current,False
354,59759,new,True
355,21338,current,False
356,11433,current,False
357,46565,current,False
358,67315,new,False
359,35218,current,False
360,22762,current,False
361,59968,new,False
362,45698,current,True
363,97482,new,False
364,15144,current,False
365,18134,current,False
366,46111,current,True
367,29709,current,False
368,29574,current,False
369,83640,new,False
370,51956,new,True
371,27858,current,True
372,52510,new,False
373,31703,current,False
374,40020,current,False
375,66004,new,False
376,54244,new,False
377,58220,new,False
378,97193,new,False
379,24097,current,False
380,78726,new,True
381,89283,new,True
382,69967,new,False
383,64330,new,True
384,57495,new,False
385,46757,current,False
386,50707,new,False
387,62115,new,False
388,19650,current,False
389,33423,current,False
390,57174,new,True
391,42836,current,True
392,10937,current,False
393,39244,current,False
394,78030,new,False
395,71349,new,True
396,97524,new,True
397,98757,new,False
398,90690,new,False
399,47491,current,False
400,46098,current,False
401,16927,current,True
402,78554,new,False
403,86105,new,True
404,71085,new,True
405,75923,new,True
406,21781,current,False
407,90517,new,False
408,34658,current,False
409,21525,current,False
410,16191,current,False
411,48297,current,False
412,53252,new,True
413,31948,current,True
414,25280,current,False
415,68157,new,False
416,72961,new,False
417,58071,new,True
418,42362,current,True
419,37549,current,False
420,86684,new,False
421,53518,new,True
422,52662,new,False
423,45681,current,False
424,40155,current,False
425,71911,new,False
426,47371,current,False
427,81002,new,True
428,19196,current,False
429,99852,new,False
430,30033,current,True
431,66332,new,True
432,25364,current,True
433,95029,new,False
434,41773,current,False
435,94113,new,False
436,31136,current,True
437,16850,current,False
438,89731,new,False
439,92290,new,False
440,23879,current,False
441,38162,current,False
442,86447,new,False
443,44017,current,False
444,71674,new,True
445,12473,current,True
446,73563,new,False
447,38586,current,False
448,20455,current,False
449,29031,current,False
450,52037,new,True
451,72835,new,False
452,99197,new,False
453,52425,new,False
454,21839,current,True
455,44617,current,False
456,13309,current,False
457,82014,new,True
458,57228,new,False
459,23589,current,False
460,34976,current,False
461,34796,current,False
462,74795,new,True
463,24524,current,False
464,17381,current,False
465,73015,new,False
466,95852,new,False
467,69029,new,False
468,34776,current,False
469,73905,new,True
470,92424,new,False
471,29958,current,True
472,85294,new,False
473,62137,new,True
474,77783,new,True
475,55225,new,True
476,39092,current,False
477,28370,current,True
478,94246,new,False
479,29459,current,True
480,25044,current,False
481,96693,new,True
482,18443,current,False
483,12226,current,False
484,74144,new,False
485,96208,new,False
486,90437,new,False
487,71376,new,True
488,56503,new,False
489,65832,new,False
490,29152,current,False
491,72251,new,False
492,41879,current,True
493,37658,current,True
494,96487,new,False
495,37461,current,False
496,78759,new,True
497,33134,current,True
498,92587,new,False
499,99551,new,False
500,20061,current,False
501,84783,new,True
502,46551,current,False
503,27269,current,True
504,42475,current,False
505,18215,current,False
506,85350,new,True
507,48208,current,False
508,62961,new,True
509,78046,new,False
510,65359,new,True
511,57965,new,False
512,16775,current,False
513,60663,new,False
514,97205,new,False
515,15921,current,False
516,49726,current,False
517,74079,new,False
518,40527,current,False
519,87081,new,False
520,19615,current,False
521,17106,current,True
522,99075,new,True
523,32875,current,True
524,13464,current,False
525,19860,current,False
526,85161,new,False
527,89764,new,False
528,85616,new,True
529,81816,new,False
530,33805,current,False
531,76127,new,False
532,65884,new,True
533,63258,new,False
534,20311,current,False
535,61237,new,True
536,34534,current,False
537,30271,current,False
538,65122,new,False
539,63992,new,True
540,62719,new,True
541,98015,new,False
542,63951,new,True
543,28966,current,False
544,45073,current,False
545,50355,new,True
546,32558,current,False
547,41763,current,False
548,66864,new,False
549,54390,new,True
550,85407,new,False
551,50698,new,True
552,13957,current,True
553,53144,new,True
554,16387,current,True
555,92560,new,False
556,13757,current,True
557,36810,current,True
558,59901,new,True
559,27677,current,False
560,15029,current,False
561,32370,current,True
562,95697,new,False
563,44021,current,True
564,91847,new,True
565,34317,current,False
566,86799,new,True
567,93090,new,True
568,98427,new,False
569,15711,current,False
570,93064,new,False
571,20001,current,False
572,32594,current,False
573,41616,current,True
574,26062,current,False
575,28609,current,True
576,81067,new,False
577,44854,current,False
578,51268,new,False
579,76680,new,False
580,69513,new,True
581,80377,new,False
582,42960,current,False
583,57300,new,False
584,41909,current,True
585,48079,current,True
586,35438,current,True
587,96886,new,False
588,36260,current,True
589,65971,new,False
590,11077,current,False
591,76619,new,False
592,54121,new,False
593,48811,current,True
594,96576,new,False
595,24332,current,False
596,41623,current,False
597,82877,new,False
598,51712,new,False
599,80816,new,True
600,40102,current,False
601,46847,current,False
602,80978,new,False
603,27826,current,False
604,75421,new,False
605,22365,current,True
606,74658,new,True
607,84284,new,False
608,57568,new,False
609,44397,current,False
610,65955,new,False
611,95411,new,True
612,62803,new,True
613,91824,new,False
614,60931,new,False
615,96351,new,False
616,29086,current,True
617,10263,current,False
618,54248,new,False
619,52260,new,True
620,45425,current,True
621,15133,current,False
622,79859,new,False
623,35624,current,False
624,46215,current,False
625,89657,new,True
626,20309,current,True
627,31751,current,False
628,18008,current,False
629,11764,current,False
630,22335,current,False
631,83089,new,False
632,26052,current,True
633,42836,current,False
634,28171,current,False
635,89123,new,False
636,17802,current,False
637,68610,new,False
638,81278,new,False
639,96921,new,False
640,55766,new,True
641,77808,new,True
642,89541,new,False
643,72825,new,True
644,26634,current,False
645,81736,new,True
646,28104,current,False
647,78645,new,True
648,89344,new,False
649,82552,new,False
650,94772,new,False
651,16516,current,False
652,83318,new,False
653,28322,current,False
654,85250,new,True
655,57779,new,False
656,79134,new,True
657,12087,current,True
658,60104,new,False
659,23541,current,False
660,73183,new,False
661,48908,current,False
662,46369,current,False
663,54099,new,False
664,49119,current,False
665,16341,current,False
666,56482,new,False
667,85530,new,True
668,45768,current,False
669,49916,current,True
670,14750,current,False
671,43468,current,True
672,34274,current,False
673,74973,new,False
674,10085,current,False
675,41791,current,False
676,30642,current,False
677,67038,new,False
678,86222,new,True
679,96739,new,False
680,75075,new,False
681,72281,new,True
682,96822,new,True
683,10291,current,False
684,70417,new,True
685,19025,current,False
686,24611,current,True
687,73488,new,False
688,19868,current,False
689,73372,new,False
690,26565,current,True
691,60933,new,False
692,89265,new,False
693,62341,new,False
694,31393,current,True
695,79515,new,False
696,38153,current,False
697,14051,current,False
698,33887,current,True
699,46378,current,False
700,75336,new,True
701,24659,current,False
702,67123,new,False
703,30085,current,False
704,49813,current,True
705,40521,current,False
706,19500,current,False
707,83194,new,False
708,43627,current,False
709,49898,current,False
710,43246,current,False
711,81085,new,False
712,44657,current,True
713,98263,new,False
714,93130,new,False
715,51513,new,True
716,52247,new,False
717,82109,new,False
718,54513,new,False
719,99698,new,False
720,38000,current,False
721,63393,new,True
722,37650,current,True
723,50069,new,True
724,85377,new,True
725,95178,new,False
726,49062,current,False
727,37488,current,False
728,70572,new,True
729,56426,new,True
730,66473,new,True
731,62183,new,False
732,38025,current,False
733,39252,current,False
734,36471,current,True
735,65802,new,False
736,58123,new,True
737,95366,new,False
738,44371,current,True
739,58277,new,True
740,69507,new,False
741,35131,current,True
742,35887,current,True
743,18697,current,True
744,32676,current,False
745,52858,new,False
746,75026,new,False
747,23682,current,True
748,36089,current,False
749,42036,current,False
750,49758,current,False
751,92668,new,True
752,23327,current,True
753,81214,new,True
754,88662,new,True
755,33200,current,False
756,79960,new,True
757,85572,new,False
758,26121,current,False
759,31334,current,False
760,96155,new,True
761,97458,new,False
762,68205,new,False
763,32803,current,False
764,88715,new,True
765,21825,current,False
766,24817,current,False
767,44438,current,True
768,53555,new,False
769,76237,new,True
770,30616,current,True
771,15825,current,False
772,45511,current,False
773,12761,current,False
774,75614,new,False
775,33408,current,False
776,46354,current,False
777,78252,new,False
778,28882,current,False
779,24773,current,False
780,37564,current,False
781,97944,new,True
782,63869,new,True
783,83052,new,False
784,80728,new,True
785,86849,new,False
786,57501,new,False
787,25593,current,False
788,91922,new,False
789,91637,new,True
790,75415,new,True
791,27600,current,False
792,11910,current,True
793,57569,new,False
794,66401,new,True
795,64229,new,False
796,11373,current,False
797,35190,current,False
798,67585,new,True
799,35177,current,False
800,52612,new,True
801,35138,current,False
802,84400,new,True
803,85831,new,False
804,33388,current,True
805,47431,current,False
806,14233,current,False
807,43468,current,False
808,97792,new,True
809,96888,new,True
810,71444,new,True
811,91384,new,False
812,66769,new,False
813,61420,new,True
814,31856,current,True
815,74450,new,False
816,70638,new,False
817,61855,new,False
818,74409,new,True
819,92109,new,False
820,28800,current,True
821,54937,new,False
822,37155,current,True
823,18228,current,False
824,28643,current,False
825,23931,current,False
826,68157,new,True
827,36139,current,True
828,56477,new,True
829,83689,new,True
830,34258,current,True
831,31747,current,True
832,94333,new,True
833,18113,current,False
834,43321,current,False
835,88934,new,False
836,61022,new,False
837,25238,current,False
838,25568,current,True
839,13085,current,True
840,42284,current,False
841,15487,current,False
842,97868,new,True
843,25748,current,True
844,75500,new,True
845,78874,new,False
846,99843,new,False
847,39576,current,True
848,22413,current,True
849,18257,current,False
850,49353,current,False
851,11680,current,False
852,25812,current,True
853,27874,current,True
854,79568,new,False
855,40022,current,False
856,91163,new,False
857,24682,current,False
858,32585,current,True
859,19644,current,False
860,67518,new,True
861,12062,current,False
862,89240,new,False
863,49704,current,False
864,30822,current,True
865,64844,new,True
866,71357,new,False
867,14898,current,True
868,99843,new,False
869,98515,new,True
870,84319,new,False
871,58970,new,True
872,30593,current,False
873,12929,current,False
874,22133,current,True
875,51769,new,True
876,88570,new,False
877,70446,new,False
878,32187,current,False
879,63420,new,False
880,29653,current,True
881,91892,new,True
882,41134,current,True
883,18632,current,True
884,45735,current,False
885,31745,current,True
886,56387,new,False
887,55954,new,True
888,99807,new,False
889,99445,new,False
890,32922,current,False
891,14087,current,False
892,46503,current,False
893,62144,new,False
894,36930,current,True
895,14020,current,False
896,38195,current,True
897,97255,new,False
898,34246,current,False
899,75746,new,True
900,97070,new,True
901,33073,current,False
902,55090,new,False
903,45202,current,False
904,28098,current,False
905,52760,new,True
906,85125,new,True
907,94243,new,True
908,32302,current,False
909,80181,new,True
910,47661,current,True
911,43653,current,False
912,98703,new,False
913,56250,new,True
914,57727,new,False
915,80113,new,False
916,78876,new,True
917,76012,new,True
918,83644,new,True
919,33937,current,False
920,86565,new,True
921,38304,current,False
922,95961,new,True
923,70813,new,True
924,26014,current,False
925,23128,current,False
926,59600,new,False
927,92855,new,False
928,12402,current,False
929,69963,new,False
930,67722,new,False
931,92788,new,False
932,38088,current,False
933,22448,current,True
934,57939,new,True
935,17929,current,False
936,46076,current,False
937,83485,new,False
938,10827,current,False
939,12146,current,True
940,43803,current,False
941,29184,current,True
942,36772,current,False
943,52114,new,False
944,29156,current,False
945,44667,current,False
946,34789,current,False
947,22773,current,False
948,87102,new,False
949,40269,current,False
950,18214,current,False
951,14688,current,True
952,50382,new,False
953,13420,current,False
954,73362,new,True
955,87410,new,True
956,27617,current,True
957,18515,current,False
958,69345,new,False
959,41353,current,False
960,33407,current,False
961,91473,new,False
962,38381,current,False
963,58385,new,True
964,21239,current,False
965,58347,new,False
966,41728,current,False
967,26445,current,False
968,23461,current,False
969,12137,current,False
970,48876,current,True
971,54723,new,True
972,98723,new,True
973,77919,new,True
974,47161,current,False
975,56647,new,False
976,15755,current,True
977,29749,current,False
978,67789,new,False
979,40782,current,True
980,39329,current,False
981,55392,new,True
982,36556,current,False
983,61842,new,False
984,93648,new,False
985,40263,current,True
986,25660,current,False
987,36164,current,True
988,63947,new,True
989,36169,current,True
990,24441,current,False
991,10490,current,False
992,31680,current,False
993,58032,new,True
994,53357,new,False
995,41393,current,False
996,16700,current,True
997,73403,new,True
998,32649,current,True
999,48632,current,False
1000,40845,current,False
1001,38290,current,True
1002,35676,current,True
1003,69104,new,False
1004,45372,current,True
1005,30234,current,False
1006,67601,new,False
1007,27646,current,False
1008,21027,current,True
1009,78553,new,True
1010,26808,current,True
1011,61091,new,False
1012,32199,current,False
1013,40990,current,True
1014,55308,new,True
1015,43667,current,False
1016,21332,current,True
1017,22933,current,False
1018,92133,new,True
1019,66711,new,False
1020,42295,current,False
1021,33411,current,False
1022,74980,new,True
1023,99025,new,True
1024,85558,new,False
1025,37874,current,False
1026,32970,current,True
1027,84109,new,False
1028,66899,new,False
1029,75191,new,True
1030,77363,new,False
1031,26678,current,True
1032,31530,current,True
1033,31008,current,False
1034,48961,current,False
1035,25216,current,True
1036,96673,new,False
1037,59370,new,False
1038,61132,new,False
1039,22130,current,False
1040,97297,new,False
1041,63798,new,False
1042,35943,current,False
1043,84592,new,True
1044,83874,new,True
1045,84542,new,False
1046,81942,new,False
1047,41561,current,True
1048,49673,current,False
1049,47003,current,False
1050,15538,current,False
1051,31685,current,False
1052,98332,new,True
1053,42708,current,False
1054,23015,current,False
1055,43890,current,False
1056,21279,current,False
1057,14633,current,False
1058,88604,new,True
1059,99200,new,False
1060,85703,new,True
1061,94328,new,True
1062,46431,current,True
1063,16635,current,False
1064,59588,new,True
1065,24154,current,False
1066,91955,new,True
1067,86419,new,False
1068,98865,new,False
1069,48892,current,False
1070,20631,current,False
1071,70792,new,True
1072,39645,current,False
1073,48062,current,False
1074,26502,current,True
1075,91312,new,False
1076,52519,new,False
1077,76201,new,False
1078,14911,current,False
1079,34613,current,False
1080,45964,current,True
1081,61314,new,False
1082,40022,current,False
1083,97311,new,False
1084,64681,new,True
1085,20969,current,False
1086,66979,new,False
1087,14956,current,False
1088,27349,current,False
1089,91091,new,True
1090,54703,new,False
1091,13361,current,False
1092,53321,new,False
1093,62051,new,True
1094,82520,new,True
1095,63861,new,False
1096,10353,current,False
1097,56702,new,True
1098,33099,current,True
1099,50459,new,False
1100,77222,new,True
1101,60281,new,False
1102,69061,new,False
1103,73638,new,True
1104,41368,current,False
1105,68653,new,False
1106,98797,new,False
1107,97670,new,False
1108,70733,new,False
1109,44754,current,True
1110,31513,current,True
1111,55980,new,True
1112,50290,new,True
1113,78372,new,False
1114,21386,current,False
1115,68225,new,False
1116,11450,current,False
1117,30084,current,False
1118,44890,current,False
1119,70312,new,False
1120,62943,new,True
1121,35904,current,False
1122,29186,current,False
1123,16037,current,False
1124,31928,current,True
1125,98424,new,False
1126,51082,new,True
1127,57212,new,True
1128,66175,new,False
1129,22842,current,True
1130,85890,new,True
1131,11301,current,False
1132,84457,new,False
1133,87686,new,False
1134,11039,current,False
1135,36993,current,False
1136,67981,new,False
1137,59765,new,False
1138,44815,current,False
1139,11087,current,True
1140,97004,new,True
1141,66421,new,True
1142,33516,current,False
1143,20684,current,False
1144,27509,current,False
1145,98899,new,True
1146,60132,new,False
1147,35943,current,False
1148,75439,new,False
1149,19155,current,False
1150,13564,current,False
1151,37888,current,False
1152,34260,current,True
1153,56112,new,False
1154,62306,new,False
1155,40847,current,False
1156,80837,new,True
1157,52747,new,True
1158,73419,new,False
1159,41813,current,False
1160,56643,new,True
1161,67062,new,False
1162,50535,new,True
1163,20441,current,True
1164,54409,new,True
1165,81507,new,False
1166,31511,current,False
1167,82457,new,False
1168,57725,new,False
1169,54629,new,False
1170,18624,current,True
1171,42882,current,False
1172,25357,current,False
1173,90167,new,True
1174,98995,new,True
1175,11220,current,False
1176,42757,current,False
1177,34818,current,False
1178,20199,current,False
1179,55645,new,False
1180,23450,current,False
1181,76682,new,True
1182,48333,current,False
1183,34452,current,False
1184,79193,new,False
1185,93713,new,True
1186,21142,current,False
1187,21223,current,True
1188,14994,current,False
1189,19223,current,False
1190,51989,new,False
1191,87641,new,True
1192,82499,new,False
1193,63618,new,False
1194,24900,current,False
1195,34218,current,True
1196,59281,new,False
1197,87556,new,False
1198,54875,new,False
1199,62510,new,True
1200,10896,current,False
1201,53645,new,False
1202,38723,current,True
1203,38795,current,False
1204,56869,new,True
1205,91949,new,False
1206,21145,current,True
1207,86801,new,True
1208,76176,new,True
1209,47712,current,False
1210,62432,new,False
1211,62871,new,False
1212,39587,current,False
1213,34261,current,False
1214,95676,new,True
1215,20107,current,True
1216,44430,current,False
1217,74549,new,False
1218,94380,new,False
1219,13542,current,True
1220,67921,new,False
1221,94488,new,True
1222,68750,new,False
1223,32238,current,True
1224,33096,current,False
1225,24323,current,False
1226,72613,new,True
1227,29830,current,False
1228,57080,new,True
1229,62303,new,True
1230,88925,new,False
1231,27771,current,False
1232,85825,new,True
1233,67902,new,False
1234,87699,new,False
1235,64855,new,False
1236,21376,current,False
1237,94202,new,True
1238,21677,current,True
1239,43805,current,False
1240,35546,current,True
1241,31969,current,False
1242,20842,current,False
1243,21749,current,True
1244,87530,new,True
1245,39268,current,True
1246,98325,new,False
1247,40926,current,True
1248,35073,current,False
1249,78391,new,False
1250,37520,current,True
1251,54728,new,True
1252,72446,new,False
1253,33051,current,True
1254,16416,current,True
1255,98476,new,True
1256,64989,new,True
1257,24050,current,True
1258,81445,new,True
1259,85679,new,False
1260,98498,new,False
1261,15741,current,False
1262,21758,current,False
1263,10028,current,True
1264,22168,current,False
1265,15755,current,True
1266,10348,current,False
1267,91793,new,False
1268,14824,current,True
1269,60409,new,True
1270,33000,current,True
1271,48919,current,False
1272,96505,new,False
1273,22016,current,False
1274,64124,new,True
1275,96170,new,True
1276,13792,current,False
1277,94540,new,True
1278,34960,current,True
1279,13786,current,False
1280,70254,new,False
1281,27124,current,False
1282,64439,new,False
1283,28590,current,False
1284,38667,current,False
1285,55135,new,False
1286,50001,new,True
1287,41530,current,False
1288,91721,new,False
1289,89447,new,False
1290,69628,new,True
1291,22158,current,False
1292,86718,new,False
1293,35069,current,False
1294,83408,new,True
1295,59371,new,True
1296,85935,new,True
1297,21672,current,False
1298,46207,current,False
1299,86295,new,False
1300,11875,current,False
1301,89172,new,False
1302,92569,new,False
1303,57871,new,False
1304,43548,current,False
1305,52708,new,False
1306,55220,new,False
1307,94777,new,False
1308,78426,new,True
1309,28154,current,False
1310,91743,new,True
1311,61645,new,False
1312,11888,current,True
1313,42192,current,True
1314,36391,current,False
1315,67995,new,False
1316,17168,current,True
1317,95243,new,False
1318,43370,current,False
1319,55591,new,False
1320,46339,current,True
1321,61372,new,False
1322,52332,new,False
1323,88159,new,True
1324,68919,new,False
1325,34685,current,False
1326,92032,new,False
1327,59480,new,True
1328,63529,new,True
1329,83438,new,True
1330,43856,current,True
1331,81946,new,True
1332,87775,new,True
1333,47902,current,False
1334,92180,new,False
1335,58283,new,False
1336,21716,current,True
1337,96550,new,False
1338,22489,current,False
1339,20008,current,True
1340,81874,new,True
1341,12808,current,False
1342,75572,new,False
1343,11397,current,False
1344,79262,new,False
1345,73680,new,True
1346,13162,current,False
1347,22138,current,False
1348,28179,current,False
1349,21012,current,False
1350,71371,new,True
1351,30676,current,False
1352,29291,current,False
1353,89855,new,False
1354,36316,current,False
1355,35443,current,False
1356,62088,new,False
1357,61125,new,False
1358,30842,current,False
1359,29590,current,True
1360,55358,new,False
1361,29941,current,False
1362,65264,new,False
1363,39000,current,False
1364,39028,current,False
1365,90254,new,True
1366,28420,current,False
1367,32585,current,False
1368,68096,new,False
1369,24551,current,False
1370,74624,new,False
1371,14200,current,True
1372,29542,current,True
1373,73268,new,True
1374,44035,current,False
1375,19953,current,False
1376,71271,new,False
1377,63464,new,True
1378,78855,new,True
1379,19049,current,False
1380,24323,current,False
1381,47091,current,False
1382,31676,current,False
1383,91359,new,True
1384,76811,new,False
1385,37438,current,False
1386,23597,current,True
1387,72338,new,True
1388,94903,new,True
1389,61947,new,False
1390,97992,new,True
1391,62888,new,True
1392,90245,new,True
1393,16054,current,True
1394,55157,new,True
1395,43825,current,True
1396,57786,new,False
1397,77511,new,False
1398,28324,current,True
1399,28953,current,True
1400,81395,new,True
1401,20620,current,False
1402,43965,current,False
1403,35803,current,False
1404,19540,current,False
1405,85587,new,True
1406,39218,current,False
1407,27489,current,False
1408,27010,current,False
1409,92302,new,True
1410,10131,current,False
1411,63164,new,False
1412,23152,current,False
1413,26384,current,False
1414,53373,new,False
1415,93885,new,False
1416,49045,current,True
1417,82122,new,True
1418,25118,current,False
1419,42119,current,True
1420,15072,current,False
1421,39428,current,False
1422,92991,new,True
1423,49055,current,False
1424,31480,current,True
1425,90283,new,False
1426,96172,new,False
1427,79417,new,False
1428,63954,new,True
1429,93934,new,False
1430,69247,new,False
1431,95712,new,True
1432,20952,current,False
1433,27674,current,False
1434,29448,current,False
1435,63332,new,False
1436,53352,new,False
1437,43350,current,False
1438,77402,new,True
1439,16484,current,False
1440,20120,current,False
1441,41881,current,True
1442,15162,current,True
1443,44164,current,False
1444,76958,new,True
1445,12406,current,False
1446,61898,new,False
1447,54826,new,True
1448,49342,current,True
1449,78601,new,False
1450,26797,current,False
1451,51532,new,False
1452,21356,current,True
1453,34617,current,False
1454,14216,current,False
1455,43022,current,False
1456,51870,new,True
1457,49332,current,True
1458,73285,new,False
1459,14958,current,False
1460,38816,current,False
1461,42842,current,False
1462,59885,new,True
1463,13945,current,False
1464,59883,new,False
1465,14151,current,True
1466,47684,current,False
1467,73045,new,True
1468,37764,current,False
1469,85273,new,True
1470,26697,current,False
1471,24372,current,False
1472,41889,current,False
1473,28571,current,True
1474,17317,current,False
1475,25514,current,False
1476,51401,new,True
1477,43409,current,False
1478,68031,new,False
1479,72818,new,False
1480,93888,new,False
1481,99710,new,False
1482,66428,new,False
1483,97245,new,False
1484,94728,new,False
1485,15455,current,False
1486,14476,current,True
1487,98955,new,False
1488,44771,current,True
1489,30922,current,False
1490,74650,new,True
1491,14545,current,False
1492,74471,new,False
1493,50225,new,True
1494,10351,current,False
1495,20575,current,False
1496,72328,new,False
